TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"7093260","Magic","March of the Machine: Multiverse Legends","Radha, Coalition Warlord","","55","U","Near Mint Foil","0.07","0.03","1.3200","0.0100","1","0","0.7500",""
"7097365","Magic","March of the Machine: Multiverse Legends","Radha, Coalition Warlord (Foil Etched)","","120","U","Near Mint Foil","0.11","","1.3600","0.0500","1","0","0.7500",""
"7073870","Magic","March of the Machine: Multiverse Legends","Raff, Weatherlight Stalwart","","56","U","Near Mint","0.08","0.01","1.3200","0.0100","3","0","0.7500",""
"7092255","Magic","March of the Machine: Multiverse Legends","Raff, Weatherlight Stalwart","","56","U","Near Mint Foil","0.16","","1.3300","0.0200","1","0","0.7500",""
"7092735","Magic","March of the Machine: Multiverse Legends","Renata, Called to the Hunt","","28","U","Near Mint","0.16","0.06","1.3800","0.0700","1","0","0.7700",""
"7092740","Magic","March of the Machine: Multiverse Legends","Renata, Called to the Hunt","","28","U","Near Mint Foil","0.22","0.08","1.4300","0.1200","1","0","0.8400",""
"7097975","Magic","March of the Machine: Multiverse Legends","Renata, Called to the Hunt (Halo Foil)","","158","U","Near Mint Foil","1.45","0.49","1.8000","0.4900","1","0","1.6500",""
"7095175","Magic","March of the Machine: Multiverse Legends","Reyav, Master Smith","","57","U","Near Mint","0.18","0.08","1.4100","0.1000","4","0","0.7800",""
"7098695","Magic","March of the Machine: Multiverse Legends","Reyav, Master Smith (Halo Foil)","","187","U","Near Mint Foil","2.62","2.39","3.8200","2.5100","0","0","3.3300",""
"7093335","Magic","March of the Machine: Multiverse Legends","Rona, Sheoldred's Faithful","","58","U","Near Mint","0.06","0.03","1.3200","0.0100","2","0","0.7500",""
"7097485","Magic","March of the Machine: Multiverse Legends","Rona, Sheoldred's Faithful (Foil Etched)","","123","U","Near Mint Foil","0.18","","1.3600","0.0500","2","0","0.7800",""
"7098720","Magic","March of the Machine: Multiverse Legends","Rona, Sheoldred's Faithful (Halo Foil)","","188","U","Near Mint Foil","0.31","","1.4200","0.1100","1","0","0.8500",""
"7094015","Magic","March of the Machine: Multiverse Legends","Seizan, Perverter of Truth","","15","R","Near Mint","0.72","0.73","1.8000","0.4900","1","0","1.3700",""
"7094020","Magic","March of the Machine: Multiverse Legends","Seizan, Perverter of Truth","","15","R","Near Mint Foil","0.86","1.01","2.1400","0.8300","1","0","1.5000",""
"7095055","Magic","March of the Machine: Multiverse Legends","Shanna, Sisay's Legacy","","59","U","Near Mint","0.08","0.04","1.3200","0.0100","3","0","0.7500",""
"7095060","Magic","March of the Machine: Multiverse Legends","Shanna, Sisay's Legacy","","59","U","Near Mint Foil","0.11","0.04","1.3500","0.0400","1","0","0.7500",""
"7097525","Magic","March of the Machine: Multiverse Legends","Shanna, Sisay's Legacy (Foil Etched)","","124","U","Near Mint Foil","0.13","","1.3600","0.0500","1","0","0.7500",""
"7094935","Magic","March of the Machine: Multiverse Legends","Squee, the Immortal","","22","R","Near Mint","0.49","0.43","1.7400","0.4300","3","0","1.1000",""
"7094940","Magic","March of the Machine: Multiverse Legends","Squee, the Immortal","","22","R","Near Mint Foil","0.64","0.66","1.7600","0.4500","1","0","1.2400",""
"7073990","Magic","March of the Machine: Multiverse Legends","Sram, Senior Edificer","","6","R","Near Mint","1.52","1.78","2.3100","1.0000","1","0","1.8600",""
"7047461","Magic","March of the Machine: Multiverse Legends","Taigam, Ojutai Master","","60","R","Near Mint","0.26","0.19","1.5100","0.2000","1","0","0.8600",""
"7093495","Magic","March of the Machine: Multiverse Legends","Tetsuko Umezawa, Fugitive","","12","U","Near Mint","0.17","0.13","1.4400","0.1300","4","0","0.8400",""
"7093500","Magic","March of the Machine: Multiverse Legends","Tetsuko Umezawa, Fugitive","","12","U","Near Mint Foil","0.22","0.18","1.4500","0.1400","1","0","0.8400",""
"7095855","Magic","March of the Machine: Multiverse Legends","Tetsuko Umezawa, Fugitive (Foil Etched)","","77","U","Near Mint Foil","0.26","0.16","1.4100","0.1000","1","0","0.8600",""
"7094295","Magic","March of the Machine: Multiverse Legends","Tymaret, Chosen from Death","","18","U","Near Mint","0.07","0.04","1.3200","0.0100","1","0","0.7500",""
"7094815","Magic","March of the Machine: Multiverse Legends","Valduk, Keeper of the Flame","","24","U","Near Mint","0.06","0.01","1.3200","0.0100","2","0","0.7500",""
"7044501","Magic","March of the Machine: Multiverse Legends","Yargle, Glutton of Urborg","","19","U","Near Mint","0.10","0.06","1.3400","0.0300","2","0","0.7500",""
"7091295","Magic","March of the Machine: Multiverse Legends","Yargle, Glutton of Urborg","","19","U","Near Mint Foil","0.14","0.01","1.3600","0.0100","2","0","0.7500",""
"7053392","Magic","March of the Machine: Multiverse Legends","Yargle, Glutton of Urborg (Foil Etched)","","84","U","Near Mint Foil","0.15","0.10","1.3500","0.0400","1","0","0.7500",""
"7047671","Magic","March of the Machine: Multiverse Legends","Yedora, Grave Gardener","","30","R","Near Mint","0.23","0.21","1.4200","0.1100","1","0","0.8500",""
"7096570","Magic","March of the Machine: Multiverse Legends","Yedora, Grave Gardener (Foil Etched)","","95","R","Near Mint Foil","1.12","1.30","2.3500","1.0400","1","0","1.7300",""
"7044551","Magic","March of the Machine: Multiverse Legends","Zada, Hedron Grinder","","25","U","Near Mint","0.11","0.10","1.4000","0.0500","2","0","0.7500",""
"7091455","Magic","March of the Machine: Multiverse Legends","Zada, Hedron Grinder","","25","U","Near Mint Foil","0.23","0.14","1.4100","0.1000","1","0","0.7800",""
"7049151","Magic","March of the Machine: Multiverse Legends","Zada, Hedron Grinder (Foil Etched)","","90","U","Near Mint Foil","0.20","0.18","1.3900","0.0800","1","0","0.7900",""
"7073270","Magic","March of the Machine: Multiverse Legends","Zirda, the Dawnwaker","","65","R","Near Mint","0.67","0.68","1.8100","0.5000","1","0","1.2500",""
"7141477","Magic","March of the Machine: The Aftermath","Arni Metalbrow","","16","R","Near Mint","0.16","0.13","1.4000","0.0900","1","0","0.7900",""
"7144751","Magic","March of the Machine: The Aftermath","Arni Metalbrow (Showcase)","","66","R","Near Mint","0.25","","1.5100","0.2000","1","0","0.8700",""
"7141237","Magic","March of the Machine: The Aftermath","Blot Out","","12","U","Near Mint","0.10","0.01","1.3300","0.0200","1","0","0.7500",""
"7141242","Magic","March of the Machine: The Aftermath","Blot Out","","12","U","Near Mint Foil","0.15","0.10","1.3600","0.0500","1","0","0.7600",""
"7144346","Magic","March of the Machine: The Aftermath","Blot Out (Showcase)","","62","U","Near Mint Foil","0.15","0.10","1.4000","0.0900","1","0","0.7700",""
"7140757","Magic","March of the Machine: The Aftermath","Campus Renovation","","27","U","Near Mint","0.10","0.02","1.3300","0.0200","1","0","0.7500",""
"7148056","Magic","March of the Machine: The Aftermath","Campus Renovation (Showcase)","","77","U","Near Mint","0.19","","1.3600","0.0500","1","0","0.7500",""
"7142282","Magic","March of the Machine: The Aftermath","Coppercoat Vanguard","","1","U","Near Mint Foil","0.27","0.19","1.4900","0.1800","0","0","0.5600",""
"7148741","Magic","March of the Machine: The Aftermath","Coppercoat Vanguard (Showcase)","","51","U","Near Mint","0.17","0.05","1.4100","0.1000","0","0","0.2500",""
"7148746","Magic","March of the Machine: The Aftermath","Coppercoat Vanguard (Showcase)","","51","U","Near Mint Foil","0.23","0.15","1.4200","0.1100","0","0","0.2500",""
"7141562","Magic","March of the Machine: The Aftermath","Cosmic Rebirth","","28","U","Near Mint Foil","0.28","0.10","1.4100","0.1000","1","0","0.8200",""
"7141317","Magic","March of the Machine: The Aftermath","Death-Rattle Oni","","13","U","Near Mint","0.05","0.01","1.3200","0.0100","1","0","0.7500",""
"7140517","Magic","March of the Machine: The Aftermath","Deification","","2","R","Near Mint","0.21","0.02","1.4100","0.1000","1","0","0.8000",""
"7140522","Magic","March of the Machine: The Aftermath","Deification","","2","R","Near Mint Foil","0.20","0.10","1.4500","0.1400","1","0","0.8100",""
"7145036","Magic","March of the Machine: The Aftermath","Drannith Ruins (Showcase)","","100","R","Near Mint","0.67","0.67","1.9100","0.6000","1","0","1.2900",""
"7141637","Magic","March of the Machine: The Aftermath","Feast of the Victorious Dead","","30","U","Near Mint","0.13","0.02","1.4000","0.0700","1","0","0.7600",""
"7142037","Magic","March of the Machine: The Aftermath","Gold-Forged Thopteryx","","31","U","Near Mint","0.20","0.20","1.4600","0.1500","2","0","0.8200",""
"7142362","Magic","March of the Machine: The Aftermath","Jirina, Dauntless General","","32","R","Near Mint Foil","0.41","0.33","1.7000","0.3900","2","0","1.0100",""
"7139962","Magic","March of the Machine: The Aftermath","Karn, Legacy Reforged","","49","M","Near Mint Foil","9.82","9.85","9.8500","9.8500","0","0","4.9400",""
"7140597","Magic","March of the Machine: The Aftermath","Kolaghan Warmonger","","17","U","Near Mint","0.05","0.01","1.3200","0.0100","1","0","0.7500",""
"7140197","Magic","March of the Machine: The Aftermath","Leyline Immersion","","21","R","Near Mint","0.47","0.26","1.7200","0.4100","0","0","0.2600",""
"7142117","Magic","March of the Machine: The Aftermath","Markov Baron","","14","U","Near Mint","0.30","0.23","1.5400","0.2300","1","0","0.8700",""
"7140437","Magic","March of the Machine: The Aftermath","Nahiri's Resolve","","37","R","Near Mint","0.47","0.36","1.7600","0.4500","0","0","1.0600",""
"7143221","Magic","March of the Machine: The Aftermath","Nahiri's Resolve (Halo Foil)","","216","R","Near Mint Foil","4.65","5.11","5.7300","4.4200","1","0","5.1100",""
"7139382","Magic","March of the Machine: The Aftermath","Narset, Enlightened Exile","","38","M","Near Mint","9.28","8.80","9.5900","9.5900","0","0","2.9500",""
"7141397","Magic","March of the Machine: The Aftermath","Nashi, Moon's Legacy","","39","R","Near Mint","0.18","0.07","1.4100","0.1000","2","0","0.7900",""
"7140917","Magic","March of the Machine: The Aftermath","Niv-Mizzet, Supreme","","40","R","Near Mint","0.25","0.20","1.5100","0.2000","1","0","0.8600",""
"7140117","Magic","March of the Machine: The Aftermath","Open the Way","","23","R","Near Mint","4.42","4.13","5.0000","3.6900","0","0","0.5700",""
"7144671","Magic","March of the Machine: The Aftermath","Open the Way (Retro Frame)","","73","R","Near Mint","6.70","6.66","6.5400","5.2300","0","0","0.7900",""
"7141717","Magic","March of the Machine: The Aftermath","Pia Nalaar, Consul of Revival","","42","R","Near Mint","0.21","0.21","1.4100","0.1000","2","0","0.8200",""
"7148651","Magic","March of the Machine: The Aftermath","Pia Nalaar, Consul of Revival (Showcase)","","92","R","Near Mint Foil","0.40","0.38","1.5100","0.2000","1","0","0.9500",""
"7140677","Magic","March of the Machine: The Aftermath","Plargg and Nassari","","18","R","Near Mint","1.47","1.35","2.4100","1.1000","1","0","1.8600",""
"7147571","Magic","March of the Machine: The Aftermath","Plargg and Nassari (Showcase)","","68","R","Near Mint Foil","2.32","2.32","2.8900","1.5800","1","0","2.7500",""
"7141077","Magic","March of the Machine: The Aftermath","Rebuild the City","","43","R","Near Mint","0.11","0.06","1.3700","0.0600","1","0","0.7500",""
"7147096","Magic","March of the Machine: The Aftermath","Reckless Handling (Halo Foil)","","203","U","Near Mint Foil","2.82","3.67","4.0700","2.7600","0","0","1.8200",""
"7141157","Magic","March of the Machine: The Aftermath","Rocco, Street Chef","","44","R","Near Mint","0.22","0.15","1.5000","0.1900","3","0","0.8400",""
"7141162","Magic","March of the Machine: The Aftermath","Rocco, Street Chef","","44","R","Near Mint Foil","0.25","0.23","1.5100","0.2000","1","0","0.8500",""
"7148991","Magic","March of the Machine: The Aftermath","Rocco, Street Chef (Showcase)","","94","R","Near Mint","0.34","","1.6400","0.3300","1","0","0.9500",""
"7142197","Magic","March of the Machine: The Aftermath","Sigarda, Font of Blessings","","47","R","Near Mint","1.73","1.63","2.9400","1.6300","0","0","1.6700",""
"7138562","Magic","March of the Machine: The Aftermath","Spark Rupture","","5","R","Near Mint","0.11","0.05","1.3600","0.0500","1","0","0.7500",""
"7138927","Magic","March of the Machine: The Aftermath","Spark Rupture (Borderless)","","55","R","Near Mint","0.24","0.25","1.5100","0.2000","1","0","0.8700",""
"7008338","Magic","March of the Machine: The Aftermath","The Kenriths' Royal Funeral","","34","R","Near Mint","0.17","0.15","1.4200","0.1100","1","0","0.8100",""
"7142527","Magic","March of the Machine: The Aftermath","Training Grounds","","9","R","Near Mint","4.47","4.49","5.0800","5.0800","0","0","2.4500",""
"7142532","Magic","March of the Machine: The Aftermath","Training Grounds","","9","R","Near Mint Foil","4.83","4.86","5.0000","5.0000","0","0","3.0600",""
"7141957","Magic","March of the Machine: The Aftermath","Tranquil Frillback","","24","R","Near Mint","2.15","2.01","3.0000","1.6900","0","0","2.0200",""
"7148821","Magic","March of the Machine: The Aftermath","Tyvar the Bellicose (Foil Etched)","","148","M","Near Mint Foil","2.72","2.73","3.7900","2.4800","1","0","2.7300",""
"7140837","Magic","March of the Machine: The Aftermath","Undercity Upheaval","","25","U","Near Mint","0.03","0.01","1.3200","0.0100","1","0","0.7500",""
"7140842","Magic","March of the Machine: The Aftermath","Undercity Upheaval","","25","U","Near Mint Foil","0.05","0.01","1.3200","0.0100","1","0","0.7500",""
"7142872","Magic","March of the Machine: The Aftermath","Urborg Scavengers","","15","R","Near Mint","0.28","0.20","1.5100","0.2000","1","0","0.9000",""
"7142877","Magic","March of the Machine: The Aftermath","Urborg Scavengers","","15","R","Near Mint Foil","0.23","","1.5000","0.1900","1","0","0.8500",""
"7142792","Magic","March of the Machine: The Aftermath","Vesuvan Drifter","","10","R","Near Mint","0.19","0.19","1.4500","0.1400","1","0","0.8400",""
"3257540","Magic","Masterpiece Series: Kaladesh Inventions","Duplicant","","35","M","Near Mint Foil","38.27","99.99","39.2600","38.2700","0","0","32.3700",""
"3608996","Magic","Masters 25","Akroma's Vengeance","","3","R","Near Mint","0.38","","1.6900","0.3800","1","0","1.0500",""
"3609001","Magic","Masters 25","Akroma's Vengeance","","3","R","Near Mint Foil","1.75","","2.5100","1.2000","0","0","1.3000",""
"3608854","Magic","Masters 25","Armageddon","","5","M","Near Mint","17.53","","16.4900","15.0000","0","0","11.2800",""
"3608859","Magic","Masters 25","Armageddon","","5","M","Near Mint Foil","23.33","","22.2400","20.9300","0","0","16.0000",""
"3598047","Magic","Masters 25","Azusa, Lost but Seeking","","161","R","Near Mint","8.92","10.12","10.0800","9.0900","0","0","3.5700",""
"3608802","Magic","Masters 25","Bident of Thassa","","42","R","Near Mint","0.79","0.89","1.8000","0.4900","1","0","1.3100",""
"3608692","Magic","Masters 25","Ensnaring Bridge","","224","M","Near Mint","11.97","12.60","9.8900","8.9000","0","0","11.2200",""
"3609427","Magic","Masters 25","Hell's Caretaker","","92","R","Near Mint","2.66","3.38","2.7900","1.4800","0","0","2.5900",""
"3598037","Magic","Masters 25","Jace, the Mind Sculptor","","62","M","Near Mint","18.07","19.99","19.2200","17.9500","0","0","19.4000",""
"3609477","Magic","Masters 25","Mystic Snake","","208","R","Near Mint","0.77","","1.9900","0.6800","1","0","1.3700",""
"3609497","Magic","Masters 25","Pact of Negation","","68","R","Near Mint","14.80","18.64","15.7200","14.7300","0","0","8.9800",""
"3610503","Magic","Masters 25","Pernicious Deed","","212","R","Near Mint","2.60","","2.8000","1.4900","1","0","3.1200",""
"3609287","Magic","Masters 25","Summoner's Pact","","189","R","Near Mint","2.85","3.22","4.1600","2.8500","0","0","3.2500",""
"3611955","Magic","Masters 25","Utopia Sprawl","","192","U","Near Mint","1.48","0.85","2.2000","0.8900","1","0","1.9100",""
"3838095","Magic","Media Promos","Etali, Primal Storm","","100","R","Near Mint Foil","0.37","","1.6600","0.3500","1","0","1.0200",""
"2906322","Magic","Media Promos","Nissa, Vastwood Seer (SDCC 2015 Exclusive)","","189","P","Near Mint Foil","52.66","","53.7500","52.5000","0","0","50.0000",""
"1140619","Magic","Media Promos","Vampire Nocturnus","","PSN 2013","P","Near Mint","7.43","","10.0000","10.0000","0","0","7.3700",""
"19921","Magic","Mercadian Masques","Ancestral Mask","","229","C","Near Mint","3.59","3.46","3.1700","1.8600","1","0","3.6800",""
"369202","Magic","Mercadian Masques","Ancestral Mask","","229","C","Lightly Played","1.65","2.47","2.9500","1.6400","0","0","1.6900",""
"20247","Magic","Mercadian Masques","Wave of Reckoning","","56","R","Near Mint","8.38","","12.6800","11.1800","0","0","9.4300",""
"11727","Magic","Mirage","Bone Mask","","","R","Near Mint","0.73","0.99","1.7100","0.4000","1","0","1.2300",""
"12047","Magic","Mirage","Discordant Spirit","","","R","Near Mint","0.62","0.62","1.8100","0.5000","1","0","1.2200",""
"13111","Magic","Mirage","Phyrexian Purge","","","R","Near Mint","2.22","","2.9700","1.6600","0","0","2.8400",""
"367969","Magic","Mirage","Phyrexian Purge","","","R","Lightly Played","1.82","1.62","2.8500","1.5400","1","0","2.3100",""
"13367","Magic","Mirage","Rock Basilisk","","","R","Near Mint","0.49","","1.8000","0.4900","1","0","1.2600",""
"368001","Magic","Mirage","Rock Basilisk","","","R","Lightly Played","0.35","0.23","1.5400","0.2300","1","0","0.9600",""
"13447","Magic","Mirage","Sawback Manticore","","","R","Near Mint","0.42","0.42","1.6800","0.3700","3","0","1.0200",""
"14039","Magic","Mirage","Warping Wurm","","","R","Near Mint","0.59","0.73","1.8000","0.4900","1","0","1.1700",""
"14095","Magic","Mirage","Worldly Tutor","","","U","Near Mint","18.36","40.18","19.3500","18.3600","0","0","13.0600",""
"373123","Magic","Mirrodin","Duplicant","","165","R","Lightly Played","0.41","","1.5100","0.2000","1","0","0.9600",""
"373001","Magic","Mirrodin","Fabricate","","35","U","Lightly Played","6.33","7.34","6.5400","5.2500","0","0","4.9100",""
"373204","Magic","Mirrodin","Talisman of Dominance","","253","U","Lightly Played","0.94","0.73","2.0000","0.6900","1","0","1.5300",""
"341688","Magic","Mirrodin","Talisman of Dominance","","253","U","Moderately Played","0.88","0.88","2.1200","0.8100","1","0","1.4500",""
"413973","Magic","Mirrodin Besieged","Consecrated Sphinx","","21","M","Near Mint","34.69","","35.9200","34.6700","0","0","24.4500",""
"414246","Magic","Mirrodin Besieged","Consecrated Sphinx","","21","M","Lightly Played","35.80","38.99","35.7300","35.7300","0","0","16.7500",""
"414051","Magic","Mirrodin Besieged","Consecrated Sphinx","","21","M","Near Mint Foil","69.92","","61.6800","61.6800","0","0","26.4000",""
"4077474","Magic","Modern Horizons","Altar of Dementia","","218","R","Near Mint","10.91","10.22","11.9800","10.9900","0","0","8.8700",""
"4061210","Magic","Modern Horizons","Collector Ouphe","","158","R","Near Mint","3.12","3.42","4.0000","2.6900","0","0","3.2900",""
"4071260","Magic","Modern Horizons","Cordial Vampire","","83","R","Near Mint","1.44","1.23","2.5500","0.5600","0","0","0.7200",""
"4071265","Magic","Modern Horizons","Cordial Vampire","","83","R","Near Mint Foil","13.42","15.00","12.0000","12.0000","0","0","9.5500",""
"4070050","Magic","Modern Horizons","Ephemerate","","7","C","Near Mint","3.43","3.34","4.2100","2.9000","0","0","1.7800",""
"4070055","Magic","Modern Horizons","Ephemerate","","7","C","Near Mint Foil","7.17","","7.6900","7.6900","0","0","4.9100",""
"4058960","Magic","Modern Horizons","Fallen Shinobi","","199","R","Near Mint","1.32","1.31","1.9600","0.6500","0","0","1.9100",""
"4137644","Magic","Modern Horizons","Force of Despair","","92","R","Near Mint - French","","","","","0","0","2.5000",""
"4055206","Magic","Modern Horizons","Goblin Engineer","","128","R","Near Mint","6.57","5.88","7.4200","7.4200","0","0","3.8900",""
"4071815","Magic","Modern Horizons","Hexdrinker","","168","M","Near Mint","4.57","4.57","5.0400","3.0500","2","0","4.8100",""
"4062311","Magic","Modern Horizons","Ingenious Infiltrator","","204","U","Near Mint","0.94","0.74","2.1500","0.8400","0","0","0.6500",""
"4062531","Magic","Modern Horizons","Kaya's Guile","","205","R","Near Mint","0.72","0.71","1.8800","0.5700","0","0","0.6700",""
"4069383","Magic","Modern Horizons","Mirrodin Besieged","","57","R","Near Mint","3.51","3.99","4.3000","2.9900","0","0","2.4900",""
"4051998","Magic","Modern Horizons","Morophon, the Boundless","","1","M","Near Mint","6.33","7.54","6.7500","6.7500","0","0","7.0000",""
"4057640","Magic","Modern Horizons","Mox Tantalite","","226","M","Near Mint","9.86","10.22","10.0000","10.0000","0","0","6.3100",""
"7929089","Magic","Modern Horizons","Munitions Expert (Retro Frame)","","16","U","Near Mint","0.12","0.13","1.3700","0.0600","3","0","0.7500",""
"7929094","Magic","Modern Horizons","Munitions Expert (Retro Frame)","","16","U","Near Mint Foil","0.14","0.10","1.3600","0.0500","3","0","0.7500",""
"4064771","Magic","Modern Horizons","On Thin Ice","","20","R","Near Mint","0.70","0.42","1.7600","0.4500","0","0","1.8500",""
"4058080","Magic","Modern Horizons","Plague Engineer","","100","R","Near Mint","0.42","0.24","1.5600","0.2500","2","0","0.9800",""
"4055246","Magic","Modern Horizons","Ranger-Captain of Eos","","21","M","Near Mint","24.24","25.76","24.2200","24.2200","0","0","29.0000",""
"7929269","Magic","Modern Horizons","Sling-Gang Lieutenant (Retro Frame)","","8","U","Near Mint","0.14","0.14","1.4400","0.1300","2","0","0.7800",""
"7929274","Magic","Modern Horizons","Sling-Gang Lieutenant (Retro Frame)","","8","U","Near Mint Foil","0.23","0.02","1.4500","0.1400","2","0","0.8100",""
"4051333","Magic","Modern Horizons","Snow-Covered Swamp","","252","L","Near Mint","0.58","0.61","1.8600","0.5500","1","0","1.3400",""
"4058190","Magic","Modern Horizons","Winds of Abandon","","37","R","Near Mint","5.30","5.06","5.9800","5.9800","0","0","4.8800",""
"7929219","Magic","Modern Horizons 2","Abiding Grace (Retro Frame)","","1","U","Near Mint","0.16","0.13","1.3200","0.0100","1","0","0.7500",""
"7929224","Magic","Modern Horizons 2","Abiding Grace (Retro Frame)","","1","U","Near Mint Foil","0.14","0.13","1.3600","0.0500","1","0","0.7600",""
"4961711","Magic","Modern Horizons 2","Abundant Harvest (Showcase)","","354","C","Near Mint","0.08","0.01","1.3200","0.0100","1","0","0.7500",""
"4987002","Magic","Modern Horizons 2","Arcbound Javelineer","","2","U","Near Mint","0.13","0.06","1.3600","0.0500","1","0","0.7500",""
"4969751","Magic","Modern Horizons 2","Arcbound Mouser","","3","C","Near Mint","0.09","0.04","1.3200","0.0100","2","0","0.7500",""
"4960681","Magic","Modern Horizons 2","Arcbound Shikari","","184","U","Near Mint","0.12","0.08","1.3600","0.0500","1","0","0.7500",""
"4988328","Magic","Modern Horizons 2","Arcbound Slasher","","111","C","Near Mint","0.06","0.01","1.3200","0.0100","1","0","0.7500",""
"4970706","Magic","Modern Horizons 2","Arcbound Whelp","","113","U","Near Mint","0.11","0.10","1.3200","0.0100","1","0","0.7500",""
"4947202","Magic","Modern Horizons 2","Arid Mesa (Retro Frame)","","436","R","Near Mint Foil","31.33","31.06","31.0500","31.0500","0","0","16.0000",""
"4984402","Magic","Modern Horizons 2","Batterbone","","221","U","Near Mint","0.15","","1.3800","0.0700","1","0","0.7700",""
"4980295","Magic","Modern Horizons 2","Battle Plan","","114","C","Near Mint","0.03","0.01","1.3200","0.0100","1","0","0.7500",""
"4988693","Magic","Modern Horizons 2","Blacksmith's Skill","","6","C","Near Mint","0.22","0.19","1.4800","0.1700","1","0","0.8400",""
"4990270","Magic","Modern Horizons 2","Blacksmith's Skill (Retro Frame)","","381","C","Near Mint","0.17","0.13","1.4000","0.0500","1","0","0.7500",""
"4986502","Magic","Modern Horizons 2","Bloodbraid Marauder","","116","R","Near Mint","0.10","0.11","1.3200","0.0100","1","0","0.7500",""
"4943842","Magic","Modern Horizons 2","Brainstone","","223","U","Near Mint","0.09","0.09","1.3700","0.0600","1","0","0.7500",""
"4998115","Magic","Modern Horizons 2","Break the Ice","","77","U","Near Mint","0.14","0.13","1.3400","0.0300","0","0","0.2500",""
"4954629","Magic","Modern Horizons 2","Break Ties","","8","C","Near Mint","0.07","0.01","1.3200","0.0100","3","0","0.7500",""
"4998226","Magic","Modern Horizons 2","Breathless Knight","","187","C","Near Mint","0.07","","1.3200","0.0100","2","0","0.7500",""
"4951399","Magic","Modern Horizons 2","Cabal Coffers","","301","M","Near Mint","22.98","26.36","23.2000","22.2100","0","0","21.1900",""
"4999441","Magic","Modern Horizons 2","Cabal Initiate","","78","C","Near Mint","0.05","0.01","1.3200","0.0100","1","0","0.7500",""
"5001781","Magic","Modern Horizons 2","Captured by Lagacs","","188","C","Near Mint","0.04","0.01","1.3200","0.0100","2","0","0.7500",""
"4960376","Magic","Modern Horizons 2","Chance Encounter","","277","R","Near Mint","0.19","0.15","1.4100","0.1000","1","0","0.8000",""
"4966391","Magic","Modern Horizons 2","Chatterstorm","","152","C","Near Mint","0.09","0.05","1.3300","0.0200","1","0","0.7500",""
"4966501","Magic","Modern Horizons 2","Chatterstorm (Retro Frame)","","411","C","Near Mint","0.14","0.01","1.3200","0.0100","1","0","0.7500",""
"4959699","Magic","Modern Horizons 2","Chef's Kiss","","120","R","Near Mint Foil","0.42","0.42","1.5100","0.2000","1","0","0.9700",""
"4986002","Magic","Modern Horizons 2","Chitterspitter (Extended Art)","","460","R","Near Mint","0.53","0.55","1.6500","0.3400","1","0","1.2100",""
"5001891","Magic","Modern Horizons 2","Chrome Courier","","190","C","Near Mint","0.05","0.01","1.3200","0.0100","1","0","0.7500",""
"4971976","Magic","Modern Horizons 2","Constable of the Realm","","10","U","Near Mint","0.05","0.01","1.3200","0.0100","1","0","0.7500",""
"5006641","Magic","Modern Horizons 2","Crack Open","","154","C","Near Mint","0.04","0.01","1.3200","0.0100","1","0","0.7500",""
"4962966","Magic","Modern Horizons 2","Darkmoss Bridge","","245","C","Near Mint","0.16","0.15","1.4300","0.1200","0","0","0.3000",""
"4943952","Magic","Modern Horizons 2","Diamond Lion","","225","R","Near Mint","0.19","0.14","1.3500","0.0400","1","0","0.7800",""
"5002111","Magic","Modern Horizons 2","Dihada's Ploy","","193","C","Near Mint","0.05","0.03","1.3200","0.0100","1","0","0.7500",""
"4980405","Magic","Modern Horizons 2","Dragon's Rage Channeler","","121","U","Near Mint","1.12","1.14","1.9600","0.6500","0","0","1.0000",""
"7928549","Magic","Modern Horizons 2","Dragon's Rage Channeler (Retro Frame)","","9","U","Near Mint","3.67","7.34","4.2800","2.9700","0","0","1.9000",""
"7928554","Magic","Modern Horizons 2","Dragon's Rage Channeler (Retro Frame)","","9","U","Near Mint Foil","3.00","3.00","2.8100","1.5000","0","0","1.7000",""
"7927739","Magic","Modern Horizons 2","Dress Down (Retro Frame)","","4","R","Near Mint","1.34","1.39","2.3100","1.0000","0","0","1.0900",""
"4966666","Magic","Modern Horizons 2","Drey Keeper","","194","C","Near Mint","0.13","0.13","1.3700","0.0600","1","0","0.7500",""
"4963516","Magic","Modern Horizons 2","Drossforge Bridge","","246","C","Near Mint","0.64","","1.8300","0.5200","0","0","0.2500",""
"4963521","Magic","Modern Horizons 2","Drossforge Bridge","","246","C","Near Mint Foil","0.80","0.89","2.0100","0.7000","0","0","0.7000",""
"4981568","Magic","Modern Horizons 2","Endurance","","157","M","Near Mint","7.58","8.99","7.6400","6.6500","0","0","30.0000",""
"7928079","Magic","Modern Horizons 2","Endurance (Retro Frame)","","14","M","Near Mint","11.48","13.73","11.7000","10.3900","0","0","7.4700",""
"7927949","Magic","Modern Horizons 2","Esper Sentinel (Retro Frame)","","2","R","Near Mint","41.91","52.44","40.9900","40.0000","0","0","20.2400",""
"4980185","Magic","Modern Horizons 2","Fae Offering","","158","U","Near Mint","0.12","","1.4000","0.0900","1","0","0.7700",""
"4978865","Magic","Modern Horizons 2","Filigree Attendant","","41","U","Near Mint","0.05","","1.3200","0.0100","1","0","0.7500",""
